FID,nome_orige
RedeUrbanaSintese_Regic2007.2826,Forquilha
RedeUrbanaSintese_Regic2007.2827,Frecheirinha
RedeUrbanaSintese_Regic2007.2828,Graça
RedeUrbanaSintese_Regic2007.2829,Granja
RedeUrbanaSintese_Regic2007.2830,Groaíras
RedeUrbanaSintese_Regic2007.2831,Guaraciaba do Norte
RedeUrbanaSintese_Regic2007.2832,Hidrolândia
RedeUrbanaSintese_Regic2007.2833,Ibiapina
RedeUrbanaSintese_Regic2007.2834,São José do Brejo do Cruz
RedeUrbanaSintese_Regic2007.2835,Ipu
RedeUrbanaSintese_Regic2007.2836,Ipueiras
RedeUrbanaSintese_Regic2007.2837,Marco
RedeUrbanaSintese_Regic2007.2838,Martinópole
RedeUrbanaSintese_Regic2007.2839,Massapê
RedeUrbanaSintese_Regic2007.2840,Meruoca
RedeUrbanaSintese_Regic2007.2841,Moraújo
RedeUrbanaSintese_Regic2007.2844,Pacujá
RedeUrbanaSintese_Regic2007.2845,São José do Brejo do Cruz
RedeUrbanaSintese_Regic2007.2846,Reriutaba
RedeUrbanaSintese_Regic2007.2847,Santana do Acaraú
RedeUrbanaSintese_Regic2007.2848,Santa Quitéria
RedeUrbanaSintese_Regic2007.2849,São Benedito
RedeUrbanaSintese_Regic2007.2850,Senador Sá
RedeUrbanaSintese_Regic2007.2851,Tianguá
RedeUrbanaSintese_Regic2007.2852,Ubajara
RedeUrbanaSintese_Regic2007.2853,Uruoca
RedeUrbanaSintese_Regic2007.2854,Varjota
RedeUrbanaSintese_Regic2007.2855,Viçosa do Ceará
RedeUrbanaSintese_Regic2007.2856,Baixio
RedeUrbanaSintese_Regic2007.2857,Arneiroz
RedeUrbanaSintese_Regic2007.2858,Parambu
RedeUrbanaSintese_Regic2007.2859,Arês
RedeUrbanaSintese_Regic2007.2860,Bento Fernandes
RedeUrbanaSintese_Regic2007.2861,Bom Jesus
RedeUrbanaSintese_Regic2007.2862,Brejinho
RedeUrbanaSintese_Regic2007.2863,Caiçara do Rio do Vento
RedeUrbanaSintese_Regic2007.2864,Caicó
RedeUrbanaSintese_Regic2007.2865,Canguaretama
RedeUrbanaSintese_Regic2007.2866,Ceará-Mirim
RedeUrbanaSintese_Regic2007.3025,Maragogi
RedeUrbanaSintese_Regic2007.2867,Ipaumirim
RedeUrbanaSintese_Regic2007.2868,Currais Novos
RedeUrbanaSintese_Regic2007.2869,Espírito Santo
RedeUrbanaSintese_Regic2007.2870,Goianinha
RedeUrbanaSintese_Regic2007.2871,Ielmo Marinho
RedeUrbanaSintese_Regic2007.2872,Januário Cicco
RedeUrbanaSintese_Regic2007.2873,João Câmara
RedeUrbanaSintese_Regic2007.2874,Jucurutu
RedeUrbanaSintese_Regic2007.2875,Lagoa d'Anta
RedeUrbanaSintese_Regic2007.2876,Lagoa de Pedras
RedeUrbanaSintese_Regic2007.2877,Lagoa Salgada
RedeUrbanaSintese_Regic2007.2878,São João do Rio do Peixe
RedeUrbanaSintese_Regic2007.2879,Lucrécia
RedeUrbanaSintese_Regic2007.2880,Macau
RedeUrbanaSintese_Regic2007.2881,Maxaranguape
RedeUrbanaSintese_Regic2007.2882,Montanhas
RedeUrbanaSintese_Regic2007.2883,Monte Alegre
RedeUrbanaSintese_Regic2007.2884,Mossoró
RedeUrbanaSintese_Regic2007.2885,Nova Cruz
RedeUrbanaSintese_Regic2007.2886,Rio do Fogo
RedeUrbanaSintese_Regic2007.2887,Passa e Fica
RedeUrbanaSintese_Regic2007.2888,Pau dos Ferros
RedeUrbanaSintese_Regic2007.2911,Vila Flor
RedeUrbanaSintese_Regic2007.2889,Poço Dantas
RedeUrbanaSintese_Regic2007.2890,Aparecida
RedeUrbanaSintese_Regic2007.2891,Pedro Avelino
RedeUrbanaSintese_Regic2007.2892,Pedro Velho
RedeUrbanaSintese_Regic2007.2893,Poço Branco
RedeUrbanaSintese_Regic2007.2894,Presidente Juscelino
RedeUrbanaSintese_Regic2007.2895,Pureza
RedeUrbanaSintese_Regic2007.2896,Santa Cruz
RedeUrbanaSintese_Regic2007.2897,Santana do Matos
RedeUrbanaSintese_Regic2007.2898,Santo Antônio
RedeUrbanaSintese_Regic2007.2899,São José do Campestre
RedeUrbanaSintese_Regic2007.2900,São Miguel do Gostoso
RedeUrbanaSintese_Regic2007.2901,Bom Jesus
RedeUrbanaSintese_Regic2007.2902,São Paulo do Potengi
RedeUrbanaSintese_Regic2007.2903,São Tomé
RedeUrbanaSintese_Regic2007.2904,Senador Georgino Avelino
RedeUrbanaSintese_Regic2007.2905,Taipu
RedeUrbanaSintese_Regic2007.2906,Tangará
RedeUrbanaSintese_Regic2007.2907,Tibau do Sul
RedeUrbanaSintese_Regic2007.2908,Touros
RedeUrbanaSintese_Regic2007.2909,Várzea
RedeUrbanaSintese_Regic2007.2910,Vera Cruz
RedeUrbanaSintese_Regic2007.2912,Bonito de Santa Fé
RedeUrbanaSintese_Regic2007.2913,Arês
RedeUrbanaSintese_Regic2007.2914,Bento Fernandes
RedeUrbanaSintese_Regic2007.2915,Bom Jesus
RedeUrbanaSintese_Regic2007.3040,Cupira
RedeUrbanaSintese_Regic2007.2916,Brejinho
RedeUrbanaSintese_Regic2007.2917,Caiçara do Rio do Vento
RedeUrbanaSintese_Regic2007.2918,Caicó
RedeUrbanaSintese_Regic2007.2919,Canguaretama
RedeUrbanaSintese_Regic2007.2920,Ceará-Mirim
RedeUrbanaSintese_Regic2007.2921,Currais Novos
RedeUrbanaSintese_Regic2007.2922,Espírito Santo
RedeUrbanaSintese_Regic2007.2923,Cachoeira dos Índios
RedeUrbanaSintese_Regic2007.2924,Goianinha
RedeUrbanaSintese_Regic2007.2925,Ielmo Marinho
RedeUrbanaSintese_Regic2007.2926,Januário Cicco
RedeUrbanaSintese_Regic2007.2927,João Câmara
RedeUrbanaSintese_Regic2007.2928,Jucurutu
RedeUrbanaSintese_Regic2007.2929,Lagoa d'Anta
RedeUrbanaSintese_Regic2007.2930,Lagoa de Pedras
RedeUrbanaSintese_Regic2007.2931,Lagoa Salgada
RedeUrbanaSintese_Regic2007.2932,Lucrécia
RedeUrbanaSintese_Regic2007.2933,Macau
RedeUrbanaSintese_Regic2007.2934,Carrapateira
RedeUrbanaSintese_Regic2007.2935,Maxaranguape
RedeUrbanaSintese_Regic2007.2936,Montanhas
RedeUrbanaSintese_Regic2007.2937,Monte Alegre
RedeUrbanaSintese_Regic2007.2938,Mossoró
RedeUrbanaSintese_Regic2007.2939,Nova Cruz
RedeUrbanaSintese_Regic2007.2940,Rio do Fogo
RedeUrbanaSintese_Regic2007.2941,Passa e Fica
RedeUrbanaSintese_Regic2007.2942,Pau dos Ferros
RedeUrbanaSintese_Regic2007.2943,Pedro Avelino
RedeUrbanaSintese_Regic2007.2944,Pedro Velho
RedeUrbanaSintese_Regic2007.2945,Conceição
RedeUrbanaSintese_Regic2007.2946,Poço Branco
RedeUrbanaSintese_Regic2007.2947,Presidente Juscelino
RedeUrbanaSintese_Regic2007.2948,Pureza
RedeUrbanaSintese_Regic2007.2949,Santa Cruz
RedeUrbanaSintese_Regic2007.2950,Santana do Matos
RedeUrbanaSintese_Regic2007.2951,Santo Antônio
RedeUrbanaSintese_Regic2007.2952,São José do Campestre
RedeUrbanaSintese_Regic2007.2953,São Miguel do Gostoso
RedeUrbanaSintese_Regic2007.2954,São Paulo do Potengi
RedeUrbanaSintese_Regic2007.2955,São Tomé
RedeUrbanaSintese_Regic2007.2956,Lastro
RedeUrbanaSintese_Regic2007.2957,Senador Georgino Avelino
RedeUrbanaSintese_Regic2007.2958,Taipu
RedeUrbanaSintese_Regic2007.2959,Tangará
RedeUrbanaSintese_Regic2007.2960,Tibau do Sul
RedeUrbanaSintese_Regic2007.2961,Touros
RedeUrbanaSintese_Regic2007.2962,Várzea
RedeUrbanaSintese_Regic2007.2963,Vera Cruz
RedeUrbanaSintese_Regic2007.2964,Vila Flor
RedeUrbanaSintese_Regic2007.2965,Alhandra
RedeUrbanaSintese_Regic2007.2966,Araruna
RedeUrbanaSintese_Regic2007.2967,Marizópolis
RedeUrbanaSintese_Regic2007.2968,Baía da Traição
RedeUrbanaSintese_Regic2007.2969,Caaporã
RedeUrbanaSintese_Regic2007.2970,Caldas Brandão
RedeUrbanaSintese_Regic2007.2971,ACP de Campina Grande
RedeUrbanaSintese_Regic2007.2972,Capim
RedeUrbanaSintese_Regic2007.2973,Conde
RedeUrbanaSintese_Regic2007.2974,Cuité de Mamanguape
RedeUrbanaSintese_Regic2007.2975,Guarabira
RedeUrbanaSintese_Regic2007.2976,Gurinhém
RedeUrbanaSintese_Regic2007.2977,Itabaiana
RedeUrbanaSintese_Regic2007.2978,Monte Horebe
RedeUrbanaSintese_Regic2007.2979,Itapororoca
RedeUrbanaSintese_Regic2007.2980,Jacaraú
RedeUrbanaSintese_Regic2007.2981,Juripiranga
RedeUrbanaSintese_Regic2007.2982,Lucena
RedeUrbanaSintese_Regic2007.2983,Mamanguape
RedeUrbanaSintese_Regic2007.2984,Mari
RedeUrbanaSintese_Regic2007.2985,Pedras de Fogo
RedeUrbanaSintese_Regic2007.2986,Pilar
RedeUrbanaSintese_Regic2007.2987,Pitimbu
RedeUrbanaSintese_Regic2007.2988,Pedro Régis
RedeUrbanaSintese_Regic2007.3041,Frei Miguelinho
RedeUrbanaSintese_Regic2007.2989,Nazarezinho
RedeUrbanaSintese_Regic2007.2990,Riachão do Poço
RedeUrbanaSintese_Regic2007.2991,Rio Tinto
RedeUrbanaSintese_Regic2007.2992,São Miguel de Taipu
RedeUrbanaSintese_Regic2007.2993,Sapé
RedeUrbanaSintese_Regic2007.2994,Serraria
RedeUrbanaSintese_Regic2007.2995,Tavares
RedeUrbanaSintese_Regic2007.2996,Água Branca
RedeUrbanaSintese_Regic2007.2997,Carnaíba
RedeUrbanaSintese_Regic2007.2998,Iguaraci
RedeUrbanaSintese_Regic2007.2999,Ingazeira
RedeUrbanaSintese_Regic2007.3000,Santarém
RedeUrbanaSintese_Regic2007.3001,Poço de José de Moura
RedeUrbanaSintese_Regic2007.3002,Itapetim
RedeUrbanaSintese_Regic2007.3003,Quixaba
RedeUrbanaSintese_Regic2007.3004,São José do Egito
RedeUrbanaSintese_Regic2007.3005,Tabira
RedeUrbanaSintese_Regic2007.3006,Tuparetama
RedeUrbanaSintese_Regic2007.3007,Caldeirão Grande do Piauí
RedeUrbanaSintese_Regic2007.3008,Marcolândia
RedeUrbanaSintese_Regic2007.3009,Simões
RedeUrbanaSintese_Regic2007.3010,Ipubi
RedeUrbanaSintese_Regic2007.3011,Ouricuri
RedeUrbanaSintese_Regic2007.3520,Iraquara
RedeUrbanaSintese_Regic2007.3012,Santa Cruz
RedeUrbanaSintese_Regic2007.3013,Trindade
RedeUrbanaSintese_Regic2007.3014,Buíque
RedeUrbanaSintese_Regic2007.3015,Custódia
RedeUrbanaSintese_Regic2007.3016,Ibimirim
RedeUrbanaSintese_Regic2007.3017,Inajá
RedeUrbanaSintese_Regic2007.3018,Itaíba
RedeUrbanaSintese_Regic2007.3019,Manari
RedeUrbanaSintese_Regic2007.3020,Pedra
RedeUrbanaSintese_Regic2007.3021,Sertânia
RedeUrbanaSintese_Regic2007.3022,Tupanatinga
RedeUrbanaSintese_Regic2007.3023,Santa Helena
RedeUrbanaSintese_Regic2007.3024,Venturosa
RedeUrbanaSintese_Regic2007.3026,Lagoa do Carro
RedeUrbanaSintese_Regic2007.3027,Lagoa do Itaenga
RedeUrbanaSintese_Regic2007.3028,Tracunhaém
RedeUrbanaSintese_Regic2007.3029,Agrestina
RedeUrbanaSintese_Regic2007.3030,Altinho
RedeUrbanaSintese_Regic2007.3031,Barra de Guabiraba
RedeUrbanaSintese_Regic2007.3032,Belém de Maria
RedeUrbanaSintese_Regic2007.3033,Belo Jardim
RedeUrbanaSintese_Regic2007.3034,São Francisco
RedeUrbanaSintese_Regic2007.3035,Bonito
RedeUrbanaSintese_Regic2007.3036,Brejo da Madre de Deus
RedeUrbanaSintese_Regic2007.3037,Cachoeirinha
RedeUrbanaSintese_Regic2007.3038,Camocim de São Félix
RedeUrbanaSintese_Regic2007.3042,Ibirajuba
RedeUrbanaSintese_Regic2007.3043,Jataúba
RedeUrbanaSintese_Regic2007.3044,Lagoa dos Gatos
RedeUrbanaSintese_Regic2007.3045,São José da Lagoa Tapada
RedeUrbanaSintese_Regic2007.3046,Panelas
RedeUrbanaSintese_Regic2007.3047,Riacho das Almas
RedeUrbanaSintese_Regic2007.3048,Sairé
RedeUrbanaSintese_Regic2007.3049,Santa Cruz do Capibaribe
RedeUrbanaSintese_Regic2007.3050,São Caitano
RedeUrbanaSintese_Regic2007.3051,São Joaquim do Monte
RedeUrbanaSintese_Regic2007.3052,Taquaritinga do Norte
RedeUrbanaSintese_Regic2007.3053,Toritama
RedeUrbanaSintese_Regic2007.3054,Águas Belas
RedeUrbanaSintese_Regic2007.3055,Angelim
RedeUrbanaSintese_Regic2007.3056,São José de Piranhas
RedeUrbanaSintese_Regic2007.3057,Bom Conselho
RedeUrbanaSintese_Regic2007.3058,Brejão
RedeUrbanaSintese_Regic2007.3059,Caetés
RedeUrbanaSintese_Regic2007.3060,Calçado
RedeUrbanaSintese_Regic2007.3061,Canhotinho
RedeUrbanaSintese_Regic2007.3062,Capoeiras
RedeUrbanaSintese_Regic2007.3063,Correntes
RedeUrbanaSintese_Regic2007.3064,Iati
RedeUrbanaSintese_Regic2007.3065,Jucati
RedeUrbanaSintese_Regic2007.3066,Jupi
RedeUrbanaSintese_Regic2007.3067,Serra Grande
RedeUrbanaSintese_Regic2007.3068,Jurema
RedeUrbanaSintese_Regic2007.3069,Lagoa do Ouro
RedeUrbanaSintese_Regic2007.3070,Lajedo
RedeUrbanaSintese_Regic2007.3071,Palmeirina
RedeUrbanaSintese_Regic2007.3072,Paranatama
RedeUrbanaSintese_Regic2007.3073,Quipapá
RedeUrbanaSintese_Regic2007.3074,Saloá
RedeUrbanaSintese_Regic2007.3075,São Bento do Una
RedeUrbanaSintese_Regic2007.3076,São João
RedeUrbanaSintese_Regic2007.3077,Terezinha
RedeUrbanaSintese_Regic2007.3078,Uiraúna
RedeUrbanaSintese_Regic2007.3079,Condado
RedeUrbanaSintese_Regic2007.3080,Feira Nova
RedeUrbanaSintese_Regic2007.3081,Machados
RedeUrbanaSintese_Regic2007.3082,Passira
RedeUrbanaSintese_Regic2007.3083,Salgadinho
RedeUrbanaSintese_Regic2007.3084,Vertentes
RedeUrbanaSintese_Regic2007.3085,Água Preta
RedeUrbanaSintese_Regic2007.3086,Belém de Maria
RedeUrbanaSintese_Regic2007.3087,Gameleira
RedeUrbanaSintese_Regic2007.3088,Jaqueira
RedeUrbanaSintese_Regic2007.3089,Vieirópolis
RedeUrbanaSintese_Regic2007.3090,Joaquim Nabuco
RedeUrbanaSintese_Regic2007.3091,Maraial
RedeUrbanaSintese_Regic2007.3092,São Benedito do Sul
RedeUrbanaSintese_Regic2007.3093,Xexéu
RedeUrbanaSintese_Regic2007.3094,Campestre
RedeUrbanaSintese_Regic2007.3095,Colônia Leopoldina
RedeUrbanaSintese_Regic2007.3096,Jacuípe
RedeUrbanaSintese_Regic2007.3097,Jundiá
RedeUrbanaSintese_Regic2007.3098,Novo Lino
RedeUrbanaSintese_Regic2007.3099,Alagoinha
RedeUrbanaSintese_Regic2007.3100,Congo
RedeUrbanaSintese_Regic2007.3101,Poção
RedeUrbanaSintese_Regic2007.3102,Afrânio
RedeUrbanaSintese_Regic2007.3103,Belém de São Francisco
RedeUrbanaSintese_Regic2007.3104,Cabrobó
RedeUrbanaSintese_Regic2007.3105,Dormentes
RedeUrbanaSintese_Regic2007.3106,Lagoa Grande
RedeUrbanaSintese_Regic2007.3107,Orocó
RedeUrbanaSintese_Regic2007.3108,Ouricuri
RedeUrbanaSintese_Regic2007.3109,Santa Filomena
RedeUrbanaSintese_Regic2007.3110,Santa Maria da Boa Vista
RedeUrbanaSintese_Regic2007.3111,Brotas de Macaúbas
RedeUrbanaSintese_Regic2007.3112,Belo Monte
RedeUrbanaSintese_Regic2007.3113,Abaré
RedeUrbanaSintese_Regic2007.3114,Campo Alegre de Lourdes
RedeUrbanaSintese_Regic2007.3115,Casa Nova
RedeUrbanaSintese_Regic2007.3116,Curaçá
RedeUrbanaSintese_Regic2007.3117,Pilão Arcado
RedeUrbanaSintese_Regic2007.3118,Remanso
RedeUrbanaSintese_Regic2007.3119,Senhor do Bonfim
RedeUrbanaSintese_Regic2007.3120,Sento Sé
RedeUrbanaSintese_Regic2007.3121,Sobradinho
RedeUrbanaSintese_Regic2007.3122,Uauá
RedeUrbanaSintese_Regic2007.3123,Monteirópolis
RedeUrbanaSintese_Regic2007.3124,Afrânio
RedeUrbanaSintese_Regic2007.3125,Belém de São Francisco
RedeUrbanaSintese_Regic2007.3126,Cabrobó
RedeUrbanaSintese_Regic2007.3127,Dormentes
RedeUrbanaSintese_Regic2007.3128,Lagoa Grande
RedeUrbanaSintese_Regic2007.3129,Orocó
RedeUrbanaSintese_Regic2007.3130,Ouricuri
RedeUrbanaSintese_Regic2007.3131,Santa Filomena
RedeUrbanaSintese_Regic2007.3132,Santa Maria da Boa Vista
RedeUrbanaSintese_Regic2007.3133,Campo Alegre de Lourdes
RedeUrbanaSintese_Regic2007.3134,Buritirama
RedeUrbanaSintese_Regic2007.3135,Casa Nova
RedeUrbanaSintese_Regic2007.3136,Curaçá
RedeUrbanaSintese_Regic2007.3137,Pilão Arcado
RedeUrbanaSintese_Regic2007.3138,Remanso
RedeUrbanaSintese_Regic2007.3139,Senhor do Bonfim
RedeUrbanaSintese_Regic2007.3140,Sento Sé
RedeUrbanaSintese_Regic2007.3141,Sobradinho
RedeUrbanaSintese_Regic2007.3142,Uauá
RedeUrbanaSintese_Regic2007.3143,Carnaubeira da Penha
RedeUrbanaSintese_Regic2007.3144,Cedro
RedeUrbanaSintese_Regic2007.3145,Morpará
RedeUrbanaSintese_Regic2007.3146,Parnamirim
RedeUrbanaSintese_Regic2007.3147,Serrita
RedeUrbanaSintese_Regic2007.3148,Terra Nova
RedeUrbanaSintese_Regic2007.3149,Verdejante
RedeUrbanaSintese_Regic2007.3150,Princesa Isabel
RedeUrbanaSintese_Regic2007.3151,Betânia
RedeUrbanaSintese_Regic2007.3152,Calumbi
RedeUrbanaSintese_Regic2007.3153,Flores
RedeUrbanaSintese_Regic2007.3154,Floresta
RedeUrbanaSintese_Regic2007.3155,Mirandiba
RedeUrbanaSintese_Regic2007.3156,Ibotirama
RedeUrbanaSintese_Regic2007.3157,Santa Cruz da Baixa Verde
RedeUrbanaSintese_Regic2007.3158,São José do Belmonte
RedeUrbanaSintese_Regic2007.3159,Triunfo
RedeUrbanaSintese_Regic2007.3160,Santa Cecília
RedeUrbanaSintese_Regic2007.3161,Casinhas
RedeUrbanaSintese_Regic2007.3162,Santa Maria do Cambucá
RedeUrbanaSintese_Regic2007.3163,Vertente do Lério
RedeUrbanaSintese_Regic2007.3164,Aliança
RedeUrbanaSintese_Regic2007.3165,Ferreiros
RedeUrbanaSintese_Regic2007.3166,Macaparana
RedeUrbanaSintese_Regic2007.3167,Macaúbas
RedeUrbanaSintese_Regic2007.3168,São Vicente Ferrer
RedeUrbanaSintese_Regic2007.3169,Chã de Alegria
RedeUrbanaSintese_Regic2007.3170,Pombos
RedeUrbanaSintese_Regic2007.3171,Anadia
RedeUrbanaSintese_Regic2007.3172,Arapiraca
RedeUrbanaSintese_Regic2007.3173,Atalaia
RedeUrbanaSintese_Regic2007.3174,Barra de Santo Antônio
RedeUrbanaSintese_Regic2007.3175,Barra de São Miguel
RedeUrbanaSintese_Regic2007.3176,Boca da Mata
RedeUrbanaSintese_Regic2007.3177,Cacimbinhas
RedeUrbanaSintese_Regic2007.3178,Paratinga
RedeUrbanaSintese_Regic2007.3179,Cajueiro
RedeUrbanaSintese_Regic2007.3180,Campo Alegre
RedeUrbanaSintese_Regic2007.3181,Capela
RedeUrbanaSintese_Regic2007.3182,Chã Preta
RedeUrbanaSintese_Regic2007.3183,Coruripe
RedeUrbanaSintese_Regic2007.3184,Delmiro Gouveia
RedeUrbanaSintese_Regic2007.3185,Flexeiras
RedeUrbanaSintese_Regic2007.3186,Ibateguara
RedeUrbanaSintese_Regic2007.3187,Jequiá da Praia
RedeUrbanaSintese_Regic2007.3188,Joaquim Gomes
RedeUrbanaSintese_Regic2007.3189,Santa Maria da Vitória
RedeUrbanaSintese_Regic2007.3190,Maragogi
RedeUrbanaSintese_Regic2007.3191,Marechal Deodoro
RedeUrbanaSintese_Regic2007.3192,Maribondo
RedeUrbanaSintese_Regic2007.3193,Mar Vermelho
RedeUrbanaSintese_Regic2007.3194,Matriz de Camaragibe
RedeUrbanaSintese_Regic2007.3195,Messias
RedeUrbanaSintese_Regic2007.3196,Murici
RedeUrbanaSintese_Regic2007.3197,Palmeira dos Índios
RedeUrbanaSintese_Regic2007.3198,Pão de Açúcar
RedeUrbanaSintese_Regic2007.3199,Paripueira
RedeUrbanaSintese_Regic2007.3200,Serra do Ramalho
RedeUrbanaSintese_Regic2007.3201,Passo de Camaragibe
RedeUrbanaSintese_Regic2007.3202,Paulo Jacinto
RedeUrbanaSintese_Regic2007.3203,Penedo
RedeUrbanaSintese_Regic2007.3204,Pilar
RedeUrbanaSintese_Regic2007.3205,Pindoba
RedeUrbanaSintese_Regic2007.3206,Porto Calvo
RedeUrbanaSintese_Regic2007.3207,Porto de Pedras
RedeUrbanaSintese_Regic2007.3427,Central
RedeUrbanaSintese_Regic2007.3208,Santana do Ipanema
RedeUrbanaSintese_Regic2007.3209,São José da Laje
RedeUrbanaSintese_Regic2007.3210,São Luís do Quitunde
RedeUrbanaSintese_Regic2007.3211,Sítio do Mato
RedeUrbanaSintese_Regic2007.3212,São Miguel dos Campos
RedeUrbanaSintese_Regic2007.3213,São Miguel dos Milagres
RedeUrbanaSintese_Regic2007.3214,União dos Palmares
RedeUrbanaSintese_Regic2007.3215,Viçosa
RedeUrbanaSintese_Regic2007.3216,Porto Real do Colégio
RedeUrbanaSintese_Regic2007.3217,Amparo de São Francisco
RedeUrbanaSintese_Regic2007.3218,Aquidabã
RedeUrbanaSintese_Regic2007.3219,Areia Branca
RedeUrbanaSintese_Regic2007.3220,Boquim
RedeUrbanaSintese_Regic2007.3221,Brejo Grande
RedeUrbanaSintese_Regic2007.3222,Ipupiara
RedeUrbanaSintese_Regic2007.3223,Ibipitanga
RedeUrbanaSintese_Regic2007.3224,Campo do Brito
RedeUrbanaSintese_Regic2007.3225,Canhoba
RedeUrbanaSintese_Regic2007.3226,Canindé de São Francisco
RedeUrbanaSintese_Regic2007.3227,Capela
RedeUrbanaSintese_Regic2007.3228,Carira
RedeUrbanaSintese_Regic2007.3229,Carmópolis
RedeUrbanaSintese_Regic2007.3230,Cristinápolis
RedeUrbanaSintese_Regic2007.3231,Divina Pastora
RedeUrbanaSintese_Regic2007.3232,Estância
RedeUrbanaSintese_Regic2007.3233,Frei Paulo
RedeUrbanaSintese_Regic2007.3234,Oliveira dos Brejinhos
RedeUrbanaSintese_Regic2007.3235,Gararu
RedeUrbanaSintese_Regic2007.3236,General Maynard
RedeUrbanaSintese_Regic2007.3237,Ilha das Flores
RedeUrbanaSintese_Regic2007.3238,Indiaroba
RedeUrbanaSintese_Regic2007.3239,Itabaiana
RedeUrbanaSintese_Regic2007.3240,Itabi
RedeUrbanaSintese_Regic2007.3241,Itaporanga d'Ajuda
RedeUrbanaSintese_Regic2007.3242,Japaratuba
RedeUrbanaSintese_Regic2007.3243,Japoatã
RedeUrbanaSintese_Regic2007.3244,Lagarto
RedeUrbanaSintese_Regic2007.3245,Licínio de Almeida
RedeUrbanaSintese_Regic2007.3246,Macambira
RedeUrbanaSintese_Regic2007.3247,Malhada dos Bois
RedeUrbanaSintese_Regic2007.3248,Malhador
RedeUrbanaSintese_Regic2007.3249,Moita Bonita
RedeUrbanaSintese_Regic2007.3250,Muribeca
RedeUrbanaSintese_Regic2007.3251,Neópolis
RedeUrbanaSintese_Regic2007.3252,Nossa Senhora Aparecida
RedeUrbanaSintese_Regic2007.3253,Nossa Senhora da Glória
RedeUrbanaSintese_Regic2007.3254,Nossa Senhora das Dores
RedeUrbanaSintese_Regic2007.3255,Pacatuba
RedeUrbanaSintese_Regic2007.3256,Mortugaba
RedeUrbanaSintese_Regic2007.3257,Pedra Mole
RedeUrbanaSintese_Regic2007.3258,Pedrinhas
RedeUrbanaSintese_Regic2007.3259,Pinhão
RedeUrbanaSintese_Regic2007.3260,Pirambu
RedeUrbanaSintese_Regic2007.3261,Poço Verde
RedeUrbanaSintese_Regic2007.3262,Porto da Folha
RedeUrbanaSintese_Regic2007.3263,Propriá
RedeUrbanaSintese_Regic2007.3264,Riachão do Dantas
RedeUrbanaSintese_Regic2007.3265,Riachuelo
RedeUrbanaSintese_Regic2007.3266,Ribeirópolis
RedeUrbanaSintese_Regic2007.3267,Rio do Antônio
RedeUrbanaSintese_Regic2007.3268,Rosário do Catete
RedeUrbanaSintese_Regic2007.3269,Santa Rosa de Lima
RedeUrbanaSintese_Regic2007.3270,Santo Amaro das Brotas
RedeUrbanaSintese_Regic2007.3271,São Miguel do Aleixo
RedeUrbanaSintese_Regic2007.3272,Simão Dias
RedeUrbanaSintese_Regic2007.3273,Siriri
RedeUrbanaSintese_Regic2007.3274,Tobias Barreto
RedeUrbanaSintese_Regic2007.3428,Ibipeba
RedeUrbanaSintese_Regic2007.3275,Tomar do Geru
RedeUrbanaSintese_Regic2007.3276,Umbaúba
RedeUrbanaSintese_Regic2007.3277,Adustina
RedeUrbanaSintese_Regic2007.3278,Botuporã
RedeUrbanaSintese_Regic2007.3279,Cícero Dantas
RedeUrbanaSintese_Regic2007.3280,Coronel João Sá
RedeUrbanaSintese_Regic2007.3281,Paripiranga
RedeUrbanaSintese_Regic2007.3282,Paulo Afonso
RedeUrbanaSintese_Regic2007.3283,Pedro Alexandre
RedeUrbanaSintese_Regic2007.3284,Acajutiba
RedeUrbanaSintese_Regic2007.3285,Aporá
RedeUrbanaSintese_Regic2007.3286,Araças
RedeUrbanaSintese_Regic2007.3287,Aramari
RedeUrbanaSintese_Regic2007.3288,Cardeal da Silva
RedeUrbanaSintese_Regic2007.3289,Ibiassucê
RedeUrbanaSintese_Regic2007.3290,Crisópolis
RedeUrbanaSintese_Regic2007.3291,Entre Rios
RedeUrbanaSintese_Regic2007.3292,Pedrão
RedeUrbanaSintese_Regic2007.3293,Sátiro Dias
RedeUrbanaSintese_Regic2007.3294,Angical
RedeUrbanaSintese_Regic2007.3295,Baianópolis
RedeUrbanaSintese_Regic2007.3296,Barra
RedeUrbanaSintese_Regic2007.3297,Brejolândia
RedeUrbanaSintese_Regic2007.3298,Catolândia
RedeUrbanaSintese_Regic2007.3299,Cotegipe
RedeUrbanaSintese_Regic2007.3300,Igaporã
RedeUrbanaSintese_Regic2007.3301,Cristópolis
RedeUrbanaSintese_Regic2007.3302,Formosa do Rio Preto
RedeUrbanaSintese_Regic2007.3303,Ibotirama
RedeUrbanaSintese_Regic2007.3304,Luís Eduardo Magalhães
RedeUrbanaSintese_Regic2007.3305,Mansidão
RedeUrbanaSintese_Regic2007.3306,Riachão das Neves
RedeUrbanaSintese_Regic2007.3307,Santa Rita de Cássia
RedeUrbanaSintese_Regic2007.3308,São Desidério
RedeUrbanaSintese_Regic2007.3309,Serra Dourada
RedeUrbanaSintese_Regic2007.3310,Wanderley
RedeUrbanaSintese_Regic2007.3311,Lagoa Real
RedeUrbanaSintese_Regic2007.3312,Angical
RedeUrbanaSintese_Regic2007.3313,Baianópolis
RedeUrbanaSintese_Regic2007.3314,Barra
RedeUrbanaSintese_Regic2007.3315,Brejolândia
